Which of the following is NOT one of Hermanns skills?,Irresistible
Which of the following is NOT one of Julius Caesars skills?,Military Life
Which of the following is NOT one of Keiras skills?,Unruly Blood
Which of the following is NOT one of Lohars skills?,Utter Annihilation
Which of the following is NOT one of Matilda of Flanders skills?,Celtic Blood
Which of the following is NOT one of Mulans skills?,Indomitable Army
Which of the following is NOT one of Osman Is skills,Oblique Tactics
Which of the following is NOT one of Pelagius passive skills?,Charge
Which of the following is not one of the Fates of Greek mythology?,Urd
Which of the following is not one of the Fates of Norse mythology?,Karma
Which of the following is NOT one of the major greenhouse gases in earths atmosphere?,Nitrogen
Which of the following is NOT part of Mexicos flag?,Camel
Which of the following is the correct description for the stratosphere?,It is warm above and cold below
Which of the following is the second largest river delta in Europe?,Danube Delta
Which of the following is the worlds first national park?,Yellowstone National Park
Which of the following is the worlds largest island?,Greenland
Which of the following is Zeus elder brother in Greek mythology?,Poseidon
Which of the following items can be used to upgrade a commanders skills?,Commander Sculptures
Which of the following juice is contained in the classic cocktail Bloody Mary?,Tomato Juice
Which of the following kingdom title descriptions is incorrect?,Dukes troops have increased attack
Which of the following kingdom title descriptions is incorrect?,Prime Ministers troops have increased attack
Which of the following marine species has existed the longest?,Nautilus
Which of the following mountains is under 8000 meters tall?,Chomo Lonzo
Which of the following musical instruments has six strings?,Guitar
Which of the following nations is the closest to the North Pole?,Finland
Which of the following penalties may be applied in response to the use of third-party software?,Battle restrictions
Which of the following physicists was born on the death anniversary of Galileo Galilei and died on the birth anniversary of Albert Einstein?,Stephen Hawking
Which of the following plants has been disputed as a fruit or vegetable?,Tomato
Which of the following plants is visible in Mulan and Cao Caos background image on the commander screen?,Bamboo
Which of the following resources cannot be found in your jeans?,Lead
Which of the following rewards CANNOT be obtained from a Barbarian Keep in Rise of Kingdoms?,Commander Sculptures
Which of the following rulers was a member of the Varangian Guard?,Harald Hardrada
Which of the following serves as the national flower of the Philippines?,Sampaguita
Which of the following speeches was made by the Prussian prime Minister Otto von Bismarck in September of 1862?,Blood and Iron
Which of the following Speedups are NOT available in Rise of Kingdoms?,6-Hour Speedup
Which of the following statements about the Battle of Baideng is untrue?,It was a battle between the Tang dynasty and the Xiongnu
Which of the following statements about the tango is FALSE?,It was created in the 15th century
Which of the following stories not included in One Thousand and One Nights?,Layla and Majnun
Which of the following stories is not one of Grimms Fairy Tales?,The Little Mermaid
Which of the following straits is located between Eurasia and North America?,The Bering Strait
Which of the following technologies precedes Horsemanship?,Military Discipline
Which of the following trees is commonly found in boreal ecosystems?,Spruce
Which of the following types of bonuses do NOT take effect in Ark of Osiris?,Rune buffs
Which of the following vitamins is most helpful for maintaining good vision?,Vitamin A
Which of the following was a general during Japans Genpei War?,Tomoe Gozen
Which of the following was a Knight of the Round Table?,Lancelot
Which of the following was a Renaissance intellectual movement in which thinkers studied classical texts and focused on human potential and achievements?,Humanism
Which of the following was also known as the Eastern Roman Empire?,The Byzantine Empire
Which of the following was an enemy of Richard the Lionheart?,Saladin
Which of the following was built at the order of Shah Jahan in the memory of his wife Mumtaz Mahal?,The Taj Mahal
Which of the following was not a pillar of the Renaissance?,Mannerism
Which of the following was NOT essential for a Vizier the Pharaohs most senior civil servant in ancient Egypt?,To have royal blood
Which of the following was NOT included in the first Summer Olympics held in Athens in 1896?,Basketball
Which of the following was praised by his countrymen as Ancient Greeces best and most honest democratic representatives?,Pericles
Which of the following was the highest-ranked medal in the Korean Empire?,Order of the Gold Cheok
Which of the following was written by Mary Shelley?,Frankenstein
Which of the following were born in the same year as singer Luciano Pavarotti?,Elvis Presley
Which of the following will NOT prevent you from entering an Ark of Osiris Battlefield?,Activating an Attack Enhancement
Which of the following works is based on the Battle of Roncevaux Pass fought by Charlemagne and his knights?,The Song of Roland
Which of the following works was NOT written by the musical maestro Andrew Lloyd Webber?,Les Misérables
Which of the following works was written by the French playwright Pierre Corneille?,Le Cid
Which of the following works was written by Victor Hugo?,The Hunchback of Notre-Dame
Which of the scientific bird names was also used to commemorate the wife of Napoleon III the Empress of France Eugénie de Montijo?,The white-headed fruit dove
Which of the seven wonders of the world were created to cure the new Queen of Babylons homesickness?,The Hanging Gardens
Which of these achievements is earned from healing 100000 injured troops in the hospital?,Rebuilding
Which of these actions can be performed by alliance leaders and titled officers but NOT non-titled officers?,Sign up for Ark of Osiris
Which of these active skills belongs to Charles Martel?,Immortal Shield
Which of these active skills belongs to Charles Martel?,Shield of Francia
Which of these airports has runways on a beach?,Barra Airport
Which of these alliance officers bestows a Research Speed boost?,Counselor
Which of these Alliance Skills increases damage versus barbarians and other neutral units?,Unbridled Progress
Which of these Alliance Skills will boost your resource gathering speed?,Fully Loaded
Which of these ancient Greek dramatists is regarded as the father of tragedy?,Aeschylus
Which of these ancient Greek philosophers did NOT participate in the discussion on justice in Platos Republic?,Protagoras
Which of these ancient Greek writers is regard as the father of comedy?,Aristophanes
Which of these animated movies was NOT directed by Hayao Miyazaki?,Paprika
Which of these are invertebrates?,Coral
Which of these areas contains a waterwheel?,Alliance Cropland
Which of these artists was NOT a Baroque painter?,Vincent van Gogh
Which of these Avatar Frames are available for purchase?,Rose Petals
Which of these Avatar Frames can be obtained from the Ceroli Crisis event?,Undersea Kingdom
Which of these Blessings immediately inflicts a 10% loss of troop power on your enemy at the start of battle in the Golden Kingdom event?,Anchor
Which of these books was not written by the Greek philosopher Aristotle?,Republic
Which of these boosts work in Expeditions in Rise of Kingdoms?,All of them
Which of these boosts work in Sunset Canyon?,VIP Level troop capacity
Which of these buildings is NOT one of the New Seven Wonders of the World?,The Palace of Versailles
Which of these Byzantine emperors ruled alongside four other emperors at various times only later to be declared Romes sole emperor after 63 years in power?,Constantine VIII
Which of these Ceroli Chieftains is also called Stormbringer?,Torgny
Which of these Ceroli Chieftains is also called the Disaster Bringer?,Dekar
Which of these characters is from Twenty Thousand Leagues Under the Seas?,Captain Nemo
Which of these Chinese ethnic groups is known for drinking kumis a drink made from fermented mares milk?,Mongols
Which of these circumstances would prevent you from changing civilization?,Ongoing troop training in your city
Which of these cities hosted the Olympics in 1900?,Paris
Which of these cities in Brazil has hosted the Olympic Games?,Rio de Janeiro
Which of these cities is located in South America?,Buenos Aires
Which of these cities is NOT in Asia?,Melbourne
Which of these city themes feature balloons?,Harvest Cottage
Which of these City Themes offers a special attributes bonus of +5% to Cavalry Attack and -5% to Archer Health?,Sowers Song
Which of these civilizations can increase Archer Defense?,Korea
Which of these civilizations can increase their healing speed?,France
Which of these civilizations can increase their Hospital Capacity?,Byzantium
Which of these commanders carries a bow and arrows as well as a sword?,Æthelflæd
Which of these commanders does NOT carry a shield?,Charlemagne
Which of these commanders does NOT carry a sword?,Theodora
Which of these commanders features snowflakes in their background image?,Björn Ironside
Which of these Commanders gets the ability to convert some slain units into severely wounded units when attacking a city?,Charlemagne
Which of these commanders has also been called a Holy Overlord?,El Cid
Which of these commanders has an Attack branch on their Talent tree?,Centurion
Which of these commanders has NO whiskers or other facial hair?,Alexander the Great
Which of these commanders has the Enchantment active skill?,Šárka
Which of these commanders is bald?,Ragnar Lodbrok
Which of these commanders is NOT shown wearing a cloak?,Mehmed II
Which of these commanders is often described as having survived 57 engagements without a single defeat?,Honda Tadakatsu
Which of these commanders wears a ring on their hand?,Queen Tamar of Georgia
Which of these commanders will gain a bonus from the Museum Relic Twin Dragons Inscription?,Yi Seong-Gye
Which of these commanders Expertise Skill is the enhanced version of an existing skill?,Björn Ironside
Which of these commanders sculptures can be obtained from opening a chest in the Tavern in Rise of Kingdoms?,Charles Martel
Which of these consonants is trilled when pronounced in Italian?,r
Which of these countries did NOT participate in the Northern Seven Years War (1563-1570)?,The United Kingdom
Which of these countries does the Prime Meridian pass through?,Mali
Which of these countries has had the most influence on the development of Cuban food?,Spain
Which of these countries was NOT a founding member of NATO (in 1949)?,Turkey
Which of these creatures was also popularly used as a kind of personal protective talisman in ancient Egypt?,Scarabs
Which of these decorations does NOT cost Gems?,Sakura Tree
Which of these decorative buildings is also considered an omen of good luck in Chinese culture?,Chinese Dragon
Which of these effects is NOT caused by Æthelflæds skills?,Healing slightly wounded units
Which of these events is NOT part of the Olympic Games?,Car racing
Which of these female commanders has been described as The Georgian Will?,Queen Tamar of Georgia
Which of these female commanders has flowers in their hair?,Boudica
Which of these fields is NOT included in the list of Nobel Prizes?,Mathematics
Which of these figures of the Seleucid Empire was taken hostage by Rome subsequently fled Rome and then returned to seize the throne of their home country?,Demetrius I
Which of these foods could the Eastern Han statesman Cao Cao not have eaten?,Corn
Which of these fruits appears in the background image for the Commander Imhotep?,Banana
Which of these gods of ancient Egypt was also a symbol of royal authority?,Horus
Which of these historical figures was NOT a botanist?,Dmitry Mendeleev
Which of these holy sites grants a march speed bonus?,Sanctum of Wind
Which of these ingredients is used to brew soy sauce?,Soybeans
Which of these is a line of Tomoe Gozen?,My power scares even the ghosts.
Which of these is a passive skill of Commander Thutmose III?,Conquest of Mitanni
Which of these is an incorrect description of the Battle of Poitiers?,The campaign took place during World War I
Which of these is an incorrect description of the Mare Imbrium on the moon?,It contains a certain amount of sedimentary water
Which of these is an incorrect description of wind energy?,It is not a form of renewable energy
Which of these is considered to be the seminal work of the French playwright Molière?,Tartuffe
Which of these is found in the alliance Golden Chest?,1000 Individual Credits
Which of these is NOT a breakdown of alliance technology?,Military
Which of these is NOT a mail report category?,Gathering
Which of these is NOT a passive skill of Commander Minamoto no Yoshitsune?,The Worthy Man
Which of these is not a skill of the Ceroli general Keira?,The Red Chameleon
Which of these is NOT a type of Japanese wagyu,Ronguhon Wagyu
Which of these is NOT an Alliance Skill?,Rapid March
Which of these is not an ancient civilization of the Americas?,The Sumerians
Which of these is not an official song of the 2022 World Cup?,Tatu Bom de Bola
Which of these is NOT considered a Shakespearean tragedy?,Twelfth Night
Which of these is NOT considered one of the Five Good Emperors of the Nerva-Antonine dynasty of ancient Rome?,Commodus
Which of these is NOT considered one of the 8 main styles of contemporary Chinese cooking?,Huaiyang Cuisine
Which of these is NOT one of Cao Caos skills?,Battle of Sorrow
Which of these is NOT one of the skills of Ceroli Chieftain Astrid?,Flametongues Kiss
Which of these is not one of the Three Gorgon Sisters of Grecian myth?,Perga
Which of these is NOT one of the Winning Stratagems listed in the ancient Chinese military textbook the Thirty-Six Stratagems?,The empty fort strategy
Which of these is not part of the Holy Trinity in Christianity?,The Mother
Which of these is NOT Zeus child in Greek mythology?,Hera
Which of these is one of Diaochans Active Skills?,Dance of Chaos
Which of these is one of Minamoto no Yoshitsunes Active Skills?,Kyohachiryu
Which of these is one of the four fundamental elements of nature according to many ancient Greek philosophers?,Wind
Which of these is the most visited art museum in the world in recent years?,The Louvre
Which of these is the National Flower of India?,Lotus
Which of these is used to rally Alliance troops?,Castle
Which of these is Yi Seong-Gye an expert in?,Garrisoning
Which of these islands is considered the birthplace of Minoan civilization?,Crete
Which of these items can NOT be obtained by defeating barbarians?,VIP points
Which of these items can NOT be purchased within the Mysterious Merchants Boutique?,Passport Page
Which of these items CANNOT be obtained from a Tavern Equipment Chest?,60-Minute Training Speedup
Which of these items cannot be obtained from an Equipment Chest?,Tomes of Knowledge
Which of these items CANNOT be obtained from the Alliance Stone Chest?,Silver Keys
Which of these items contains a helpful record on how an ancient Egyptian can pass into the next world after death?,The Book of the Dead
Which of these items may be selected from the Lvl 3 Pick One Resource Chest?,150000 Food
Which of these legendary phrases are NOT attributed to Commander El Cid?,For honor and empire!
Which of these managers has managed five World Cup teams?,Bora Milutinović
Which of these materials is used to forge gathering and peacekeeping equipment?,Animal Bone
Which of these navigators was the first European to arrive in Brazil?,Pedro Álvares Cabral
Which of these Nobel Prizes was awarded to Marie Curie in 1903?,The Nobel Prize in Physics
Which of these novels is the first ever Japanese work of literary fiction founded on the legend of King Arthur?,Kairo-kō
Which of these novels was NOT written by Margaret Atwood?,Flowers for Algernon
Which of these organizations has its headquarters in Geneva?,UN High Commissioner for Refugees
Which of these people did not win a Nobel Prize in Physics in 2022?,Karl Barry Sharpless
Which of these philosophers was not an advocate of the Cynicism school of philosophy?,Socrates
Which of these plants is NOT available as a decorative building?,Peach Tree
Which of these plays was not written by the ancient Greek tragedian Euripides?,Antigone
Which of these Renaissance-era artists was not from Italy?,Shakespeare
Which of these rewards will NOT be awarded to the first place season finisher in Sunset Canyon?,Dazzling Starlight Sculpture
Which of these rivers flows through Africa?,The Nile
Which of these rivers is located in Asia?,The Euphrates
Which of these RoK commanders is from Ceroli?,Keira
Which of these sculptures was the work of the ancient Greek sculptor Pheidias?,Statue of Zeus at Olympia
Which of these skills belonging to Commander Sun Tzu is enhanced upon Awakening?,Art of War
Which of these species of shark is also known as the Godzilla shark?,Dracopristis hoffmanorum
Which of these stars did not take part in the 2022 World Cup opening ceremony?,Shakira
Which of these structures allows scouts and City Defenders to better keep an eye on their surroundings?,Watchtower
Which of these technologies can be researched in the Academy to accelerate food gathering on the map?,Scythe
Which of these terms was also used by the ancient Egyptians to refer to themselves?,The cattle of Ra
Which of these terrain types exerts a slight penalty on troop Defense on the Treasure Hill map in Champions of Olympia?,Whirlwind
Which of these two were created by Leonardo da Vinci?,The Last Supper Mona Lisa
Which of these unfortunate individuals was the only person ever recorded to suffer from both dwarfism and gigantism?,Adam Rainer
Which of these was NOT a common type of garden in ancient Egypt?,Public gardens
Which of these was NOT a Greek poet?,Adonis
Which of these was the only commander to defeat Cyrus the Great in battle?,Tomyris
Which of these was the worlds first space station?,Salyut 1
Which of these women is NOT considered one of the ‘Four Beauties of ancient China?,Bao Si
Which of these works of Japanese Monogatari literature describes the legend of Kaguya-hime?,The Tale of The Bamboo Cutter
Which of these works was NOT written by the philosopher Friedrich Nietzsche?,Commentaries on the Gallic War
Which of these WOULD NOT be a penalty for failing to fully extract all resources from a resource point?,Suffering a barbarian attack
Which of these writers is considered representative of absurdism?,Albert Camus
Which official measure made it a crime to give Martin Luther food or shelter?,Edict of Worms
Which organ of the potato plant do we commonly eat?,Stem
Which Paris Saint-Germain player plays Rise of Kingdoms?,Marquinhos
Which period of European history lasting from 1300 to 1600 saw renewed interest in classical culture and led to far-reaching changes in art learning and views of the world?,The Renaissance
Which Pharaoh constructed the Bent Pyramid?,Sneferu
Which Pharaoh issued the edict that appears on the Rosetta Stone?,Ptolemy V
Which Pharaoh ordered the construction of the Abu Simbel temples?,Ramesses II
Which philosopher said whereof one cannot speak thereof one must be silent?,Wittgenstein
Which philosopher wrote Utopia?,Plato
Which planet in our solar system is closest to the sun?,Mercury
Which planet in our solar system rotates the fastest?,Jupiter
Which poet wrote Germany. A Winters Tale?,Heine
Which poet wrote Theogony which describes the origins and genealogy of the Greek gods?,Hesiod
Which Portuguese explorer sailed from the Cape of Good Hope to India?,Vasco da Gama
Which Portuguese explorer was the first European to sail to the southern tip of Africa?,Bartolomeu Dias
Which privilege is reserved for titled officers (not normal officers)?,The ability to check alliance members online status
Which prominent statesman served as the first general of the Edo shogunate at the end of Japans Warring States period?,Tokugawa Ieyasu
Which pyramid is widely considered the only surviving Wonder of the Ancient World still with us today?,The Pyramid of Khufu
Which rare animal does the WWF use as its logo?,Panda
Which Roman Emperor was named Augustus after ending a civil war?,Gaius Octavius
Which school of painting would Georges Seurat be a representative of?,Pointillism
Which school of thought was founded by the Chinese philosopher Lao Tzu?,Taoism
Which scout attribute CANNOT be enhanced by upgrading a Lvl 11 Scout Camp?,Number of Scouts
Which script was the Code of Hammurabi engraved onto stone in?,Cuneiform
Which sculpture was once described by Mark Twain as the the most mournful and moving piece of stone in the world?,The Lion of Lucerne
Which star played in both the 1994 and 2010 World Cup?,Rigobert Song
Which star was the oldest player to score a goal in the World Cup?,Roger Milla
Which state created the earliest form of paper money?,Ancient China
Which state is home to the Walt Disney Company?,California
Which state was the first to invent and use papyrus as a writing material?,Egypt
Which team has only played a single match in the World Cup?,Indonesia
Which team made their World Cup debut in 2022?,Qatar
Which team was the only former World Cup winner to fail to qualify for the 2022 World Cup?,Italy
Which team won 4th place in the 2018 World Cup?,England
Which technology comes right before Heavy Cavalry?,Scale Armor
Which technology comes right before Pavise?,Bodkin Arrows
Which technology comes right before Swordsman?,Iron Working
Which three countries will host the 2026 World Cup?,USA Canada and Mexico
Which title did Pierre de Coubertin founder of the International Olympic Committee hold?,Baron
Which tribe claims ownership of the Takra Forest which must be traversed to reach the Kingdom of Karaku?,The Bloodfury clan
Which trio of strikers comes from 3 different countries?,Messi Suarez Neymar
Which troop type receives a boost from the Hidden Lotus decoration?,Cavalry
Which troop types will receive a boost from the Easter Party city theme?,Archer
Which two animals symbolically decorated the pschent double crown worn by the Pharaohs?,The cobra and vulture
Which two bodies of water does the Suez Canal connect?,Mediterranean Sea Red Sea
Which two cities does Portugals Dom Luís I Bridge connect?,Porto Vila Nova de Gaia
Which two English players scored in the 1966 World Cup Final between England and Germany?,Martin Peters & Geoff Hurst
Which two oceans does the Panama Canal connect?,The Pacific and Atlantic Oceans
Which two sides fought each other in the Battle of Mikatagahara?,Takeda Shingen and Tokugawa Ieyasu
Which two teams made their World Cup debuts in 2018?,Iceland & Panama
Which type of holy sites grant troop attack bonuses?,Flame Altar
Which type of natural disaster is measured using the Richter scale?,Earthquake
Which type of stone did the ancient Egyptians extract mainly from the Nile delta?,Limestone
Which unit gains a strong benefit from Sun Tzus Master Strategist skill?,Infantry
Which unit type does Cao Cao excel in leading?,Cavalry
Which unit type is strong against Archers?,Cavalry
Which unit type is strong against Cavalry?,Infantry
Which unit type is strong against Infantry?,Archers
Which vitamin deficiency can cause night blindness?,Vitamin A
Which war ended the rule of the House of Plantagenet and began the rule of the Tudors in England?,The Wars of the Roses
Which war was fought between the British houses of Lancaster and York for the throne of England?,The Wars of the Roses
Which was a lighthouse built after Macedonia conquered Egypt and was one of the seven wonders of the ancient world?,The Lighthouse of Alexandria
Which was the actor Charlie Chaplins first ever film?,Making a Living
Which were the two construction materials most heavily favored by the ancient Egyptian building industry?,Mudbricks and stone
While Gutenberg introduced the printing press in Europe his invention was influenced by which country the first to develop a moveable type?,China
Who owns Easter Island?,Chile
Who authored the novel No Longer Human?,Osamu Dazai
Who authored the tragedy Medea?,Euripides
Who came out the victor of the Battle of Hastings?,William the Conqueror
Who came up with the Trojan Horse idea? Who won the Trojan War?,Odysseus; The Greeks
Who commanded the New Model Army founded by Parliament during the English Civil War?,Cromwell
Who compiled the fairytales that eventually featured in the Grimms Fairy Tales?,The Brothers Grimm
Who conquered the Kingdom of the Vandals and Alans in the Vandalic War?,Belisarius
Who created the famous sculpture The Thinker?,Auguste Rodin
Who defeated the Sphinx according to Greek legend?,Oedipus
Who designed the Ottoman Cannon?,Urban
Who designed the current World Cup trophy?,Silvio Gazzaniga
Who designed the Djoser the first ancient pyramid featuring a stepped design?,Imhotep
Who did Boudica lead the tribes of Britain in a revolt against?,The Roman Empire
Who did France play in the quarterfinals of the 2006 World Cup in Germany?,Brazil
Who first implemented the Julian Calendar in Rome?,Julius Caesar
Who formed the First Triumvirate with Caesar and Pompey?,Crassus
Who founded the Malacca Sultanate?,Parameswara
Who founded the Spanish Armada?,Philip II
Who founded the First Persian Empire?,Cyrus the Great
Who founded the Joseon Dynasty?,Yi Seong-Gye
Who founded the Kamakura shogunate?,Minamoto no Yoritomo
Who founded the Kingdom of Asturias?,Pelagius
Who gave the famous I Have a Dream speech?,Martin Luther King Jr.
Who holds the record for most goals scored in a single World Cup at 13 goals?,Just Fontaine
Who initiated the first Salt March?,Mahatma Gandhi
Who invented the printing press?,Johann Gutenberg
Who invented the worlds first full-sized automobile?,Nicolas-Joseph Cugnot
Who is considered the Father of the Modern Olympic Games?,Pierre de Coubertin
Who is responsible for ushering valiant warriors into Valhalla upon death in Norse mythology?,Valkyrie
Who is the god of death in ancient Greek mythology?,Thanatos
Who is the God of War in ancient Greek mythology?,Ares
Who is the ‘god of love in Norse mythology?,Freyja
Who is the consort of the Hindu deity Vishnu?,Lakshmi
Who is the God of Sleep in ancient Greek mythology?,Hypnos
Who is the god of the sun in ancient Greek mythology?,Apollo
Who is the god of thunder in Norse mythology?,Thor
Who is the goddess of the earth in ancient Greek mythology?,Gaea
Who is the Greek goddess of night?,Nyx
Who is the Hindu god of destruction also known as the Cosmic Dancer?,Shiva
Who is the king of the gods in Greek mythology?,Zeus
Who is the King of the Kingdom?,Leader of the Alliance that conquers the Lost Temple
Who is the mortal enemy of the commander Saladin?,Richard I
Who is the mother of Cupid the baby-faced god of love in Roman mythology?,Venus
Who is the north stand at Old Trafford named after?,Sir Alex Ferguson
Who is the oldest player to have played in a World Cup match?,Essam El Hadary
Who is the only manager to win the World Cup twice as a manager?,Vittorio Pozzo
Who is the only player to have played in three consecutive World Cup Finals?,Cafu
Who is the patron and protector of Athens in ancient Greek mythology?,Athena
Who is the south stand at Old Trafford named after?,Sir Bobby Charlton
Who is the youngest player in the 2022 World Cup?,Youssoufa Moukoko
Who is the youngest player to have played in a World Cup match?,Norman Whiteside
Who killed Hector and how does Achilles die?,Achilles; Arrow though his heel
Who kills Odin the king of the gods during Ragnarok in Norse mythology?,Fenrir
Who led the Kingdom of Prussia in the Seven Years War?,Frederick II
Who ordered the production of the civil manuscript popularly known as the Domesday Book?,William I
Who owned everything in Ancient Egyptian kingdoms?,The Pharoah
Who painted The Last Supper?,Leonardo da Vinci
Who painted the Mona Lisa?,Leonardo da Vinci
Who proposed the philosophical idea of I think therefore I am?,Descartes
Who scored the famous goal known as the hand of God?,Diego Maradona
Who was believed to be the prototype of King of Hearts in poker?,Charlemagne
Who was called Napoleon of crime in some of the Sherlock Holmes stories?,Professor Moriarty
Who was Platos teacher?,Socrates
Who was the author of the History of the Peloponnesian War?,Thucydides
Who was the Ceroli Chieftain that originally requested help from governors?,Torgny
Who was the director of the game that won Game of the Year at The Game Awards 2022?,Hidetaka Miyazaki
Who was the Emperor of the First French Empire?,Napoleon Bonaparte
Who was the father of Edward of Woodstock?,Edward III
Who was the father of Hannibal?,Hamilcar Barca
Who was the father of the Frankish king Pepin the Short?,Charles Martel
Who was the first astronaut to enter outer space?,Yuri Gagarin
Who was the first astronomer to calculate the Roche limit?,Édouard Roche
Who was the first consul of the Roman Republic?,Lucius Junius Brutus
Who was the first Emperor of Rome?,Gaius Octavius Augustus
Who was the first European to reach the Cape of Good Hope?,Bartolomeu Dias
Who was the first human woman created by Hephaestus in Greek mythology?,Pandora
Who was the first Italian to receive the Pritzker Architecture Prize?,Aldo Rossi
Who was the first Japanese author to receive the Nobel Prize in Literature?,Yasunari Kawabata
Who was the first man to win the World Cup as both a captain and manager?,Franz Beckenbauer
Who was the first of Henry VIIIs children to rule England?,Edward VI
Who was the first woman to become a military pilot anywhere in the world?,Sabiha Gökçen
Who was the first woman to win a Nobel Prize?,Marie Curie
Who was the first World Cup mascot?,World Cup Willie
Who was the founder of the Achaemenid Empire?,Cyrus the Great
Who was the founder of the Edo Bakufu of Japan?,Tokugawa Ieyasu
Who was the founder of the Mongolian Empire?,Genghis Khan
Who was the Greek and Thracian god of wine?,Dionysus
Who was the last Emperor of All Russia?,Nicholas II
Who was the last emperor of the Holy Roman Empire?,Francis II
Who was the last female Paraoh of the Ptolemy Dynasty?,Cleopatra VII
Who was the leader of the Western Army during the Battle of Sekigahara which took place during Japans Sengoku period?,Ishida Mitsunari
Who was the manager that led the German team to the title in the 2014 Brazil World Cup?,Joachim Low
Who was the manager that led the West German team to the title in the 1990 World Cup?,Franz Beckenbauer
Who was the only King of England to be executed?,Charles I
Who was the only US President that served more than 2 terms?,Franklin D. Roosevelt
Who was the top goalscorer at the 2002 World Cup held in Korea and Japan?,Ronaldo
Who was the victor in the Battle of Tours in 732 CE?,Charles Martel
Who were the first mountaineer(s) on record to reach the summit of Mt. Everest?,Tenzing Norgay and Edmund Hilary
Who won the 1998 FIFA World Cup held in France?,France
Who won the 2019 Womens World Cup held in France?,The United States
Who won the best young player award at the 2018 World Cup?,Kylian Mbappé
Who won the first World Cup?,Uruguay
Who won the Golden Ball award in the 2018 World Cup held in Russia?,Luka Modric
Who wrote History of Animals?,Aristotle
Who wrote Human All Too Human?,Nietzsche
Who wrote Les Miserables?,Victor Hugo
Who wrote The Aeneid the first epic poem in Western literature?,Virgil
Who wrote The Symposium?,Plato
Who wrote Alices Adventures in Wonderland?,Lewis Carroll
Who wrote the History of the Peloponnesian War a historical account of the titular war?,Thucydides
Who wrote The Art of War?,Sun Tzu
Who wrote the opera Carmen?,Georges Bizet
Who wrote the well-known book A Brief History of Time?,Stephen Hawking
Who wrote the well-known book Sapiens: A Brief History of Humankind?,Yuval Noah Harari
Who wrote the well-known science fiction series Dune?,Frank Herbert
Whose autobiography Living to Tell the Tale won them the Nobel Prize in Literature?,Gabriel García Márquez
Whose beauty is said to have been the cause of the Trojan War?,Helen
Whose poem The Waste Land won them the Nobel Prize in Literature?,T.S. Eliot
Whose victory was the orchestral work 1812 Overture composed to commemorate?,Russian Empire
Why are advantageous traits more likely to be passed onto offspring?,Because they are more likely to survive and reproduce
Why do frogs and other organism produce so many eggs/offspring?,The more offspring produced the more likely they will survive
Why does drinking coffee make people feel more awake?,It contains caffeine
Why was British nurse Florence Nightingale known as The Lady with the Lamp?,She would inspect patients at night
Why was scurvy once a common problem for sailors?,A lack of fresh fruit and vegetables on long voyages
Why was the Dead Sea given this name?,The high-saline water prevents plants and animals from thriving near it
Why were the bow and stern of Viking longboats designed to be symmetrical?,To reverse direction quickly without a turn around
With whom did Minamoto no Yoshitsune raise an army to fight Taira no Kiyomori?,Minamoto no Yoritomo
Without using buffs how many Action Points can a Governor have?,"1,000"
Work on which of these cathedrals began in Copenhagen in 1877?,St. Pauls Church
You can help your allies build/upgrade buildings research technologies and heal troops. But how much does each help action fill the progress bar?,0.01
Zhu Geliang had no involvement in which of the following incidents recounted in the Romance of the Three Kingdoms?,Yellow Turban rebellion
Which of the following is a military building?,Scout Camp
At what level does the Trading Post's transport tax rate become 10%?,24
What is the largest planet in our solar system?,Jupiter
What is the optimal temperature for roasting a chicken on the sizzling barrel of anOttoman cannon?,200C
In DC comics what is Batman's real name?,Bruce Wayne
Hieroglyphs were part of which country's formal writing system?,Ancient Egypt
Which of the following does NOT increase an Alliance's member limit?,Appointing officers
What is Julius Caesar's nickname in Rise of Kingdoms?,The Uncrowned Emperor
Darwin's last book primarily discussed which species influence on soil?,Earthworms
Which of these effects is NOT caused by Athelflzed’s skills?,Healing slightly wounded units
What is the most abundant element in the earth's crust?,Oxygen
Egypt's economy was primarily based on what?,Agriculture
Which unit gains a strong benefit from Sun Tzu's Master Strategist” skill?,Infantry
In Japan torii gates are usually placed at the entrance of what buildings?,Shrines
